T5_IfElseSwap_Org_EXM,LLaMaLoRa_IfElseSwap_Org_EXM,Llama3.3_70B_IfElseSwap_Org_EXM,gpt-3.5-turbo_IfElseSwap_Org_EXM,DeepSeek-V3_IfElseSwap_Org_EXM,IfElseSwap_org_pert_tokenEdit,IfElseSwap_pert_fix_tokenEdit,IfElseSwap_Pert_length,IfElseSwap_pos,IfElseSwap_Wpert_dist,IfElseSwap_pert_dist,IfElseSwap_org_tgt_tokenEdit,T5_EqualAssert_Org_EXM,LLaMaLoRa_EqualAssert_Org_EXM,Llama3.3_70B_EqualAssert_Org_EXM,gpt-3.5-turbo_EqualAssert_Org_EXM,DeepSeek-V3_EqualAssert_Org_EXM,EqualAssert_org_pert_tokenEdit,EqualAssert_pert_fix_tokenEdit,EqualAssert_Pert_length,EqualAssert_pos,EqualAssert_Wpert_dist,EqualAssert_pert_dist,EqualAssert_org_tgt_tokenEdit,T5_NullAssert_Org_EXM,LLaMaLoRa_NullAssert_Org_EXM,Llama3.3_70B_NullAssert_Org_EXM,gpt-3.5-turbo_NullAssert_Org_EXM,DeepSeek-V3_NullAssert_Org_EXM,NullAssert_org_pert_tokenEdit,NullAssert_pert_fix_tokenEdit,NullAssert_Pert_length,NullAssert_pos,NullAssert_Wpert_dist,NullAssert_pert_dist,NullAssert_org_tgt_tokenEdit,T5_TrueFalseAssert_Org_EXM,LLaMaLoRa_TrueFalseAssert_Org_EXM,Llama3.3_70B_TrueFalseAssert_Org_EXM,gpt-3.5-turbo_TrueFalseAssert_Org_EXM,DeepSeek-V3_TrueFalseAssert_Org_EXM,TrueFalseAssert_org_pert_tokenEdit,TrueFalseAssert_pert_fix_tokenEdit,TrueFalseAssert_Pert_length,TrueFalseAssert_pos,TrueFalseAssert_Wpert_dist,TrueFalseAssert_pert_dist,TrueFalseAssert_org_tgt_tokenEdit,T5_DeadException_Org_EXM,LLaMaLoRa_DeadException_Org_EXM,Llama3.3_70B_DeadException_Org_EXM,gpt-3.5-turbo_DeadException_Org_EXM,DeepSeek-V3_DeadException_Org_EXM,DeadException_org_pert_tokenEdit,DeadException_pert_fix_tokenEdit,DeadException_Pert_length,DeadException_pos,DeadException_Wpert_dist,DeadException_pert_dist,DeadException_org_tgt_tokenEdit,T5_DeadVariable_Org_EXM,LLaMaLoRa_DeadVariable_Org_EXM,Llama3.3_70B_DeadVariable_Org_EXM,gpt-3.5-turbo_DeadVariable_Org_EXM,DeepSeek-V3_DeadVariable_Org_EXM,DeadVariable_org_pert_tokenEdit,DeadVariable_pert_fix_tokenEdit,DeadVariable_Pert_length,DeadVariable_pos,DeadVariable_Wpert_dist,DeadVariable_pert_dist,DeadVariable_org_tgt_tokenEdit,T5_TryNcatchWrapper_Org_EXM,LLaMaLoRa_TryNcatchWrapper_Org_EXM,Llama3.3_70B_TryNcatchWrapper_Org_EXM,gpt-3.5-turbo_TryNcatchWrapper_Org_EXM,DeepSeek-V3_TryNcatchWrapper_Org_EXM,TryNcatchWrapper_org_pert_tokenEdit,TryNcatchWrapper_pert_fix_tokenEdit,TryNcatchWrapper_Pert_length,TryNcatchWrapper_pos,TryNcatchWrapper_Wpert_dist,TryNcatchWrapper_pert_dist,TryNcatchWrapper_org_tgt_tokenEdit,T5_IndependentLineSwap_Org_EXM,LLaMaLoRa_IndependentLineSwap_Org_EXM,Llama3.3_70B_IndependentLineSwap_Org_EXM,gpt-3.5-turbo_IndependentLineSwap_Org_EXM,DeepSeek-V3_IndependentLineSwap_Org_EXM,IndependentLineSwap_org_pert_tokenEdit,IndependentLineSwap_pert_fix_tokenEdit,IndependentLineSwap_Pert_length,IndependentLineSwap_pos,IndependentLineSwap_Wpert_dist,IndependentLineSwap_pert_dist,IndependentLineSwap_org_tgt_tokenEdit,T5_ReturnViaVariable_Org_EXM,LLaMaLoRa_ReturnViaVariable_Org_EXM,Llama3.3_70B_ReturnViaVariable_Org_EXM,gpt-3.5-turbo_ReturnViaVariable_Org_EXM,DeepSeek-V3_ReturnViaVariable_Org_EXM,ReturnViaVariable_org_pert_tokenEdit,ReturnViaVariable_pert_fix_tokenEdit,ReturnViaVariable_Pert_length,ReturnViaVariable_pos,ReturnViaVariable_Wpert_dist,ReturnViaVariable_pert_dist,ReturnViaVariable_org_tgt_tokenEdit,T5_defUseBreak_Org_EXM,LLaMaLoRa_defUseBreak_Org_EXM,Llama3.3_70B_defUseBreak_Org_EXM,gpt-3.5-turbo_defUseBreak_Org_EXM,DeepSeek-V3_defUseBreak_Org_EXM,defUseBreak_org_pert_tokenEdit,defUseBreak_pert_fix_tokenEdit,defUseBreak_Pert_length,defUseBreak_pos,defUseBreak_Wpert_dist,defUseBreak_pert_dist,defUseBreak_org_tgt_tokenEdit,T5_DataType_Org_EXM,LLaMaLoRa_DataType_Org_EXM,Llama3.3_70B_DataType_Org_EXM,gpt-3.5-turbo_DataType_Org_EXM,DeepSeek-V3_DataType_Org_EXM,DataType_org_pert_tokenEdit,DataType_pert_fix_tokenEdit,DataType_Pert_length,DataType_pos,DataType_Wpert_dist,DataType_pert_dist,DataType_org_tgt_tokenEdit,T5_RandomNames_Org_EXM,LLaMaLoRa_RandomNames_Org_EXM,Llama3.3_70B_RandomNames_Org_EXM,gpt-3.5-turbo_RandomNames_Org_EXM,DeepSeek-V3_RandomNames_Org_EXM,RandomNames_org_pert_tokenEdit,RandomNames_pert_fix_tokenEdit,RandomNames_Pert_length,RandomNames_pos,RandomNames_Wpert_dist,RandomNames_pert_dist,RandomNames_org_tgt_tokenEdit,T5_ShuffleNames_Org_EXM,LLaMaLoRa_ShuffleNames_Org_EXM,Llama3.3_70B_ShuffleNames_Org_EXM,gpt-3.5-turbo_ShuffleNames_Org_EXM,DeepSeek-V3_ShuffleNames_Org_EXM,ShuffleNames_org_pert_tokenEdit,ShuffleNames_pert_fix_tokenEdit,ShuffleNames_Pert_length,ShuffleNames_pos,ShuffleNames_Wpert_dist,ShuffleNames_pert_dist,ShuffleNames_org_tgt_tokenEdit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,12.0,1.0,86.0,Before,69.0,69.0,1.0,False,,,,,9.0,1.0,83.0,Before,69.0,69.0,1.0,False,,,,,6.0,1.0,80.0,Surrounding,12.33,35.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,14.0,1.0,85.0,Before,54.64,46.0,1.0,,,,,,,,,,,,,True,,,,,6.0,1.0,74.0,Surrounding,24.62,24.62,1.0,False,,,,,0.0,1.0,74.0,Surrounding,0.0,0.0,1.0
True,True,,False,,19.0,20.0,85.0,Overlap-After,10.23,10.75,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,,20.0,16.0,83.0,Overlap-Both,12.55,14.12,16.0,False,False,,True,,18.0,16.0,83.0,Overlap-Both,13.94,13.46,16.0
True,,,,,2.0,11.0,89.0,Surrounding,9.25,9.25,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,12.0,11.0,99.0,Before,46.0,46.0,11.0,False,,,,,9.0,11.0,96.0,Before,46.0,46.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,6.0,11.0,91.0,Surrounding,33.0,22.0,11.0,,,,,,,,,,,,,False,,,,,17.0,11.0,87.0,Overlap-Both,17.68,19.76,11.0,True,,,,,15.0,11.0,87.0,Overlap-Both,17.88,19.73,11.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,True,,12.0,2.0,68.0,Surrounding,0.92,0.5,2.0,True,,True,True,,9.0,2.0,65.0,Surrounding,0.9,0.5,2.0,True,,True,True,,6.0,2.0,62.0,Surrounding,27.29,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,False,False,,21.0,4.0,63.0,Overlap-After,9.32,14.64,2.0,,,,,,,,,,,,,True,,True,True,,15.0,2.0,56.0,Overlap-After,12.81,13.67,2.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,,12.0,1.0,134.0,Before,98.0,98.0,1.0,False,,True,True,,9.0,1.0,131.0,Before,98.0,98.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,False,,4.0,1.0,122.0,Before,41.5,41.5,1.0,,,,,,,,,,,,,True,,True,False,,34.0,1.0,122.0,Surrounding,43.47,48.69,1.0,True,,True,False,,32.0,1.0,122.0,Surrounding,44.32,49.83,1.0
True,False,,,,4.0,1.0,82.0,Before,15.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,12.0,1.0,90.0,Before,44.0,44.0,1.0,False,False,,,,9.0,1.0,87.0,Before,44.0,44.0,1.0,False,False,,,,6.0,1.0,84.0,Surrounding,23.17,31.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,13.0,1.0,86.0,Overlap-Before,25.62,13.5,1.0,,,,,,,,,,,,,True,False,,,,10.0,1.0,78.0,Overlap-Both,16.0,16.0,1.0,True,False,,,,0.0,1.0,78.0,Overlap-Both,0.0,0.0,1.0
,,,,,,,,,,,,False,False,,,,5.0,27.0,119.0,Overlap-Both,59.29,41.5,22.0,,,,,,,,,,,,,False,False,,,,16.0,22.0,130.0,Overlap-Both,56.0,42.0,22.0,False,False,,,,24.0,22.0,138.0,Overlap-Both,24.0,17.33,22.0,False,False,,,,18.0,22.0,132.0,Overlap-Both,22.05,16.33,22.0,False,False,,,,6.0,22.0,120.0,Overlap-Both,72.0,40.0,22.0,False,False,,,,6.0,22.0,114.0,Overlap-Both,8.67,6.5,22.0,,,,,,,,,,,,,False,False,,,,6.0,22.0,118.0,Overlap-Both,20.25,33.0,22.0,True,False,,,,1.0,22.0,114.0,Before,61.0,61.0,22.0,True,False,,,,14.0,22.0,114.0,Surrounding,31.93,31.93,22.0,False,False,,,,10.0,22.0,114.0,Surrounding,30.4,30.4,22.0
True,True,True,True,True,15.0,1.0,73.0,Surrounding,4.38,2.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,1.0,86.0,Before,40.0,40.0,1.0,False,True,True,True,True,9.0,1.0,83.0,Before,40.0,40.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,9.0,1.0,81.0,Before,30.0,26.0,1.0,,,,,,,,,,,,,True,True,True,True,True,20.0,1.0,74.0,Overlap-Both,20.38,21.93,1.0,True,True,True,True,True,17.0,1.0,74.0,Overlap-Both,20.29,22.0,1.0
True,True,True,True,True,17.0,3.0,76.0,After,15.8,10.67,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,12.0,3.0,87.0,Surrounding,0.92,0.5,3.0,True,True,True,True,True,9.0,3.0,84.0,Surrounding,0.9,0.5,3.0,True,False,True,True,True,6.0,3.0,81.0,Surrounding,33.71,16.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,11.0,3.0,81.0,After,26.08,29.17,3.0,,,,,,,,,,,,,False,True,False,True,True,18.0,3.0,75.0,Overlap-Both,17.11,16.35,3.0,True,True,True,True,True,14.0,3.0,75.0,Overlap-Both,14.53,14.53,3.0
True,,True,True,True,2.0,1.0,109.0,After,65.0,65.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,False,True,12.0,1.0,119.0,Before,1.0,1.0,1.0,False,,True,False,True,9.0,1.0,116.0,Before,1.0,1.0,1.0,,,,,,,,,,,,,False,,True,False,True,4.0,1.0,107.0,After,7.0,7.0,1.0,,,,,,,,,,,,,False,,False,False,True,12.0,2.0,117.0,After,17.42,63.67,1.0,True,,True,True,True,1.0,1.0,107.0,After,44.0,44.0,1.0,True,,False,False,False,32.0,1.0,107.0,Surrounding,46.78,48.57,1.0,True,,True,True,True,20.0,1.0,107.0,Surrounding,43.65,45.33,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,False,12.0,4.0,84.0,Before,13.0,13.0,4.0,False,,True,True,True,9.0,4.0,81.0,Before,13.0,13.0,4.0,False,,True,True,False,6.0,4.0,78.0,Surrounding,37.17,27.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,False,True,13.0,4.0,84.0,Overlap-Before,10.15,5.5,4.0,True,,True,True,True,1.0,4.0,72.0,After,23.0,23.0,4.0,False,,True,True,True,17.0,4.0,72.0,Surrounding,22.68,24.0,4.0,True,,True,True,False,8.0,4.0,72.0,Surrounding,28.5,28.5,4.0
,,,,,,,,,,,,False,,,,,5.0,98.0,114.0,Before,78.0,78.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,1.0,93.0,109.0,Before,62.0,62.0,93.0,False,,,,,29.0,93.0,109.0,Surrounding,29.84,30.56,93.0,False,,,,,26.0,93.0,109.0,Surrounding,28.63,31.05,93.0
False,,,,,33.0,5.0,119.0,Overlap-Both,8.82,35.33,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,12.0,5.0,128.0,Before,94.0,94.0,5.0,False,,,,,9.0,5.0,125.0,Before,94.0,94.0,5.0,False,,,,,6.0,5.0,122.0,Surrounding,22.33,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,5.0,5.0,120.0,Before,88.4,86.0,5.0,,,,,,,,,,,,,False,,,,,26.0,5.0,116.0,Surrounding,42.25,46.24,5.0,False,,,,,26.0,5.0,116.0,Surrounding,44.9,37.65,5.0
False,True,True,True,True,4.0,1.0,121.0,Surrounding,33.0,33.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,1.0,129.0,Before,65.0,65.0,1.0,False,True,True,True,True,9.0,1.0,126.0,Before,65.0,65.0,1.0,False,True,True,True,True,6.0,1.0,123.0,Surrounding,32.5,45.5,1.0,False,True,True,True,True,10.0,1.0,117.0,Before,27.0,27.0,1.0,,,,,,,,,,,,,False,True,True,True,True,9.0,1.0,124.0,Before,40.78,36.33,1.0,,,,,,,,,,,,,False,False,True,True,True,29.0,1.0,117.0,Overlap-Both,26.65,30.92,1.0,False,False,True,True,True,22.0,1.0,117.0,Overlap-Both,21.78,25.58,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,12.0,35.0,102.0,Before,77.0,77.0,35.0,False,False,,,,9.0,35.0,99.0,Before,77.0,77.0,35.0,False,False,,,,6.0,35.0,96.0,Surrounding,13.67,39.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,9.0,35.0,98.0,Before,65.78,65.0,35.0,,,,,,,,,,,,,True,False,,,,12.0,35.0,90.0,Surrounding,28.36,27.25,35.0,True,False,,,,8.0,35.0,90.0,Surrounding,29.0,29.0,35.0
False,True,,,,2.0,16.0,71.0,Surrounding,4.0,4.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,12.0,14.0,81.0,Before,57.0,57.0,14.0,False,True,,,,9.0,14.0,78.0,Before,57.0,57.0,14.0,False,True,,,,6.0,14.0,75.0,Surrounding,12.0,30.0,14.0,False,False,,,,4.0,14.0,69.0,Before,48.0,48.0,14.0,,,,,,,,,,,,,False,True,,,,12.0,14.0,79.0,Before,47.17,32.67,14.0,,,,,,,,,,,,,False,True,,,,20.0,14.0,69.0,Overlap-Both,18.41,20.07,14.0,False,False,,,,17.0,14.0,69.0,Overlap-Both,16.29,17.27,14.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,True,55.0,5.0,135.0,Overlap-Both,30.61,30.85,5.0,True,,True,True,True,50.0,5.0,135.0,Overlap-Both,24.48,37.4,5.0
True,,,,,29.0,12.0,68.0,After,33.17,14.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,12.0,12.0,78.0,Before,1.0,1.0,12.0,True,,,,,9.0,12.0,75.0,Before,1.0,1.0,12.0,True,,,,,6.0,12.0,72.0,Surrounding,48.5,29.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,8.0,16.0,70.0,Overlap-Both,16.67,24.5,12.0,,,,,,,,,,,,,False,,,,,16.0,12.0,66.0,Overlap-After,31.56,31.56,12.0,True,,,,,11.0,12.0,66.0,After,21.36,22.75,12.0
False,True,True,,True,3.0,19.0,102.0,Surrounding,10.2,10.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,True,13.0,19.0,112.0,Before,38.77,26.5,19.0,False,False,False,,True,10.0,19.0,109.0,Before,38.1,26.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,,True,18.0,19.0,100.0,Overlap-Both,20.35,21.18,19.0,False,False,False,,False,19.0,19.0,100.0,Overlap-Both,21.45,22.28,19.0
,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,13.0,4.0,231.0,After,82.0,82.0,4.0,,,,,,,,,,,,,False,False,True,True,True,12.0,4.0,230.0,Before,110.0,110.0,4.0,False,False,True,True,True,9.0,4.0,227.0,Before,110.0,110.0,4.0,False,True,True,True,True,6.0,4.0,224.0,Surrounding,95.83,101.5,4.0,False,False,True,True,True,8.0,4.0,218.0,Before,105.0,105.0,4.0,,,,,,,,,,,,,False,False,True,False,True,6.0,4.0,222.0,Surrounding,95.33,82.67,4.0,,,,,,,,,,,,,False,False,True,True,True,52.0,4.0,218.0,Overlap-Both,40.65,52.5,4.0,False,False,False,False,False,51.0,4.0,218.0,Overlap-Both,30.96,56.55,4.0
,,,,,,,,,,,,,,,,,,,,,,,,False,,False,,True,13.0,5.0,78.0,After,50.38,52.0,5.0,,,,,,,,,,,,,False,,False,,True,12.0,5.0,77.0,Before,4.0,4.0,5.0,False,,False,,False,9.0,5.0,74.0,Before,4.0,4.0,5.0,False,,True,,True,6.0,5.0,71.0,Surrounding,45.67,29.0,5.0,False,,False,,True,6.0,5.0,65.0,After,1.0,1.0,5.0,,,,,,,,,,,,,False,,False,,False,4.0,5.0,68.0,Surrounding,3.0,4.0,5.0,,,,,,,,,,,,,True,,False,,False,9.0,5.0,65.0,Overlap-Both,27.0,27.0,5.0,False,,True,,True,4.0,5.0,65.0,Surrounding,25.0,25.0,5.0
False,,True,False,False,2.0,2.0,59.0,Overlap-Before,0.5,0.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,True,36.0,2.0,93.0,Surrounding,22.0,22.0,2.0,True,,True,True,True,27.0,2.0,84.0,Surrounding,21.0,21.0,2.0,True,,True,True,True,6.0,2.0,63.0,Surrounding,40.33,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,False,False,False,11.0,4.0,67.0,After,18.0,22.5,2.0,True,,True,True,True,1.0,2.0,57.0,After,12.0,12.0,2.0,True,,True,True,False,4.0,2.0,57.0,After,14.25,14.25,2.0,True,,True,True,False,4.0,2.0,57.0,After,13.5,14.33,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,50.0,95.0,147.0,Surrounding,22.78,27.4,71.0,False,False,,,,38.0,89.0,135.0,Surrounding,21.32,25.0,71.0,False,False,,,,8.0,71.0,105.0,Surrounding,55.43,37.33,71.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,43.0,112.0,138.0,Surrounding,51.71,51.0,71.0,,,,,,,,,,,,,False,False,,,,17.0,71.0,99.0,Overlap-Both,22.65,23.57,71.0,False,False,,,,17.0,71.0,99.0,Overlap-Both,22.0,23.57,71.0
,,,,,,,,,,,,False,True,True,,True,5.0,1.0,64.0,Before,16.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,,True,12.0,1.0,71.0,Before,16.0,16.0,1.0,False,True,True,,True,9.0,1.0,68.0,Before,16.0,16.0,1.0,False,False,True,,True,6.0,1.0,65.0,Surrounding,21.83,19.5,1.0,False,False,True,,True,22.0,1.0,59.0,After,1.0,1.0,1.0,,,,,,,,,,,,,False,False,True,,True,12.0,1.0,70.0,Surrounding,9.5,7.0,1.0,,,,,,,,,,,,,True,True,True,,True,14.0,1.0,59.0,Overlap-Both,11.36,11.58,1.0,True,False,True,,True,15.0,1.0,59.0,Overlap-Both,11.93,11.58,1.0
,,,,,,,,,,,,False,False,False,True,True,5.0,7.0,131.0,Overlap-Both,10.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,True,24.0,2.0,150.0,Overlap-Both,62.77,45.33,2.0,False,False,True,False,True,18.0,2.0,144.0,Overlap-Both,59.85,44.33,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,True,14.0,2.0,139.0,Overlap-Both,22.25,30.67,2.0,True,False,False,False,True,1.0,2.0,126.0,Before,4.0,4.0,2.0,False,False,False,False,True,31.0,2.0,126.0,Surrounding,47.68,50.44,2.0,False,False,False,False,False,29.0,2.0,126.0,Surrounding,47.47,53.0,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,True,12.0,1.0,77.0,After,3.0,3.0,1.0,False,True,,True,True,9.0,1.0,74.0,After,3.0,3.0,1.0,False,True,,True,True,6.0,1.0,71.0,After,47.17,29.5,1.0,False,True,,True,True,10.0,1.0,65.0,After,19.0,19.0,1.0,,,,,,,,,,,,,False,True,,True,True,7.0,1.0,70.0,After,14.29,22.67,1.0,,,,,,,,,,,,,False,False,,True,True,20.0,1.0,65.0,Overlap-After,29.05,28.5,1.0,True,True,,True,True,20.0,1.0,65.0,Overlap-After,28.12,30.33,1.0
,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,,47.0,2.0,176.0,After,102.6,101.67,2.0,,,,,,,,,,,,,False,True,,True,,36.0,2.0,165.0,After,26.0,26.0,2.0,False,True,,True,,27.0,2.0,156.0,After,23.0,23.0,2.0,False,True,,False,,6.0,2.0,135.0,After,103.5,62.5,2.0,False,True,,True,,10.0,2.0,129.0,After,39.0,39.0,2.0,,,,,,,,,,,,,False,True,,True,,14.0,2.0,137.0,After,63.21,79.43,2.0,,,,,,,,,,,,,True,True,,True,,19.0,2.0,129.0,After,72.79,72.79,2.0,True,True,,True,,19.0,2.0,129.0,After,72.79,72.79,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,True,,24.0,1.0,100.0,Surrounding,17.0,17.0,1.0,False,True,,True,,18.0,1.0,94.0,Surrounding,17.0,17.0,1.0,False,True,,True,,6.0,1.0,82.0,Surrounding,34.17,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,,6.0,1.0,81.0,Before,9.0,7.0,1.0,,,,,,,,,,,,,False,True,,True,,15.0,1.0,76.0,Surrounding,21.53,16.46,1.0,False,True,,True,,18.0,1.0,76.0,Surrounding,20.73,17.83,1.0
True,,True,False,True,9.0,0.0,61.0,Inside,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,True,12.0,0.0,72.0,Before,26.0,26.0,0.0,False,,True,True,True,9.0,0.0,69.0,Before,26.0,26.0,0.0,False,,True,True,False,6.0,0.0,66.0,Surrounding,18.5,21.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,True,False,9.0,0.0,66.0,Overlap-Before,7.11,3.5,0.0,True,,True,True,True,2.0,0.0,60.0,Before,19.0,19.0,0.0,True,,True,True,True,15.0,0.0,60.0,Overlap-Before,10.8,11.15,0.0,True,,True,True,True,15.0,0.0,60.0,Overlap-Before,12.71,12.5,0.0
True,True,True,True,True,19.0,7.0,66.0,Overlap-Both,0.83,3.33,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,12.0,7.0,77.0,Before,45.0,45.0,7.0,False,True,True,True,True,9.0,7.0,74.0,Before,45.0,45.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,True,True,7.0,7.0,71.0,Before,33.14,31.0,7.0,,,,,,,,,,,,,True,True,True,True,True,10.0,7.0,65.0,Surrounding,14.45,14.45,7.0,False,False,False,False,False,10.0,7.0,65.0,Surrounding,14.45,14.45,7.0
True,,False,,,25.0,1.0,109.0,Surrounding,22.67,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,,,12.0,1.0,120.0,Before,66.0,66.0,1.0,False,,True,,,9.0,1.0,117.0,Before,66.0,66.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,True,,,11.0,1.0,114.0,Before,47.27,36.67,1.0,,,,,,,,,,,,,True,,True,,,27.0,1.0,108.0,Overlap-Both,27.71,30.84,1.0,True,,True,,,28.0,1.0,108.0,Overlap-Both,25.07,34.06,1.0
,,,,,,,,,,,,False,True,,True,,17.0,2.0,117.0,Before,33.29,29.56,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,,29.0,2.0,110.0,Overlap-Both,31.83,32.43,2.0,True,True,,True,,24.0,2.0,110.0,Overlap-Both,20.9,31.06,2.0
True,False,,False,,7.0,2.0,160.0,Surrounding,54.44,54.44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,True,,13.0,2.0,166.0,Before,127.31,118.0,2.0,False,True,,True,,10.0,2.0,163.0,Before,126.8,118.0,2.0,False,True,,True,,7.0,2.0,160.0,Surrounding,35.86,79.67,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,True,,10.0,2.0,162.0,Before,116.1,107.0,2.0,,,,,,,,,,,,,True,True,,True,,27.0,2.0,154.0,Overlap-Both,47.38,52.85,2.0,True,False,,True,,28.0,2.0,154.0,Overlap-Both,48.7,48.24,2.0
False,False,False,,True,2.0,2.0,112.0,Surrounding,2.33,2.33,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,True,12.0,2.0,122.0,Surrounding,14.77,8.0,2.0,False,False,False,,True,9.0,2.0,119.0,Surrounding,14.4,8.0,2.0,False,True,False,,True,6.0,2.0,116.0,Surrounding,63.0,33.67,2.0,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,True,15.0,2.0,115.0,Surrounding,37.69,45.58,2.0,,,,,,,,,,,,,False,False,False,,False,28.0,2.0,110.0,Surrounding,34.69,30.8,2.0,False,True,False,,True,24.0,2.0,110.0,Surrounding,31.65,34.58,2.0
